"ID"	"Bangsa"	"Hutang"	"Pendapatan.Tahunan"
"92"	92	"India"	-2118.20700166908	3064.46794063046
"93"	93	"Cina"	-1171.07298705833	2135.25151704575
"94"	94	"Melayu"	-2112.56832639207	4028.89767615678
"95"	95	"India"	-2443.87607175878	2632.81037162666
"96"	96	"Melayu"	-1122.03609444744	3593.98145815509
"97"	97	"Melayu"	-904.205597336226	3620.63819814941
"98"	98	"India"	-168.064731583739	2687.64286285496
"99"	99	"India"	-1543.79010363682	2754.77710928946
"100"	100	"India"	-1509.88367484476	3084.17724126739
"101"	101	"Cina"	-342.737155390891	2723.38596906964
"102"	102	"Melayu"	-51.9464129015409	3054.76461678295
"103"	103	"Melayu"	-1816.06087561021	2476.94865093345
"104"	104	"Melayu"	-949.97893394169	4386.48148144337
"105"	105	"Cina"	-2423.75796478735	3309.60527463867
"106"	106	"India"	-935.420021328116	2235.26637750138
"107"	107	"India"	-1115.09754303515	4054.75907096734
"108"	108	"India"	-206.477179430414	2943.74418995716
"109"	109	"Melayu"	-2390.06724449726	2417.30004577791
"110"	110	"Cina"	-1154.71852364529	2825.80725895228
"111"	111	"Cina"	-809.948989971224	2898.91620291563
"112"	112	"Cina"	-735.8972255408	2520.23018333734
"113"	113	"India"	-658.038732458622	2555.90284356335
"114"	114	"Cina"	-962.146753782187	4817.19722421414
"115"	115	"Cina"	-823.964101586866	3304.36413894136
"116"	116	"Melayu"	-1221.25739742462	3641.06126171632
"117"	117	"India"	-188.914666805848	3061.29269472541
"118"	118	"India"	-389.109137045807	3371.19209887851
"119"	119	"India"	-1548.11360034351	3415.42945425105
"120"	120	"India"	-1832.08659866729	3093.00123042617
"121"	121	"Melayu"	-1543.92535995847	2763.52343212337
"122"	122	"Melayu"	-352.141819870347	2630.1923627142
"123"	123	"Melayu"	-1127.75678785221	2643.68610987094
"124"	124	"Cina"	-2242.11808223059	2537.26662477715
"125"	125	"Melayu"	-1936.29351474476	2319.11542449686
"126"	126	"Melayu"	-1300.90370148601	2608.43192338196
"127"	127	"Cina"	-2757.95828925728	2793.16212766302
"128"	128	"Cina"	-3063.83350484965	2804.35837120171
"129"	129	"Cina"	-1040.0422345084	3243.35550347923
"130"	130	"India"	-1491.76143061049	4155.77110120812
"131"	131	"Melayu"	-613.567057088029	3817.80972897344
"132"	132	"Cina"	-547.741419805025	3476.78342621588
"133"	133	"India"	-576.521687881686	1777.39446876489
"134"	134	"Melayu"	-269.603472633064	2809.73427054636
"135"	135	"Melayu"	-392.407939110764	3451.23647570594
"136"	136	"Cina"	-2133.4595100564	2211.89109707598
"137"	137	"India"	-3546.81039746791	3018.40325085041
"138"	138	"Cina"	-2374.11463050426	2192.92310530528
"139"	139	"India"	-377.160762641209	3704.72908877289
"140"	140	"Melayu"	-4840.29984135103	2660.99310651295
"141"	141	"Cina"	-289.086729006311	2473.49998478585
"142"	142	"India"	-188.932901166813	2403.21385342642
"143"	143	"India"	-370.228638616961	2756.22935815505
"144"	144	"India"	-1106.49720517807	2506.86701109119
"145"	145	"Melayu"	-1928.22727463568	2679.50411341673
"146"	146	"Melayu"	-1924.20512383037	2092.20887721205
"147"	147	"Melayu"	-1007.28329664639	2198.87420121675
"148"	148	"India"	-1436.20365035315	2194.51291488161
"149"	149	"Melayu"	-188.423599528564	2344.24879127636
"150"	150	"Melayu"	-1621.31361798456	2110.53150268634
"151"	151	"Cina"	-529.610812364234	3355.9055528571
"152"	152	"Cina"	-1304.24561015408	1848.80376536055
"153"	153	"India"	-964.486965184343	3006.19656877418
"154"	154	"Cina"	-420.976119432012	2540.02097543674
"155"	155	"India"	-721.649480174596	2844.71365801442
"156"	156	"Melayu"	-1188.76056243525	3012.76614321489
"157"	157	"Melayu"	-1321.80604261741	2908.31633154448
"158"	158	"India"	-2073.29688183304	3385.72734948856
"159"	159	"India"	-1042.97405531556	3088.57137874332
"160"	160	"Melayu"	-535.024430187952	3600.90247308326
"161"	161	"India"	-943.657697169131	2998.67106192779
"162"	162	"Melayu"	-911.051865825424	3422.68781195767
"163"	163	"India"	-262.218546623731	2757.51861655534
"164"	164	"Melayu"	-427.24317803509	2857.83124509006
"165"	165	"Cina"	-2673.50961760631	2882.06825764101
"166"	166	"India"	-613.806631390649	3544.41874875235
"167"	167	"India"	-675.682211198697	2771.11914714431
"168"	168	"Cina"	-2354.33047493122	2155.01024054875
"169"	169	"India"	-2248.67412170542	2658.31249911166
"170"	170	"Cina"	-840.42173548085	2836.20752484556
"171"	171	"Melayu"	-2406.69844460884	2608.57509734278
"172"	172	"Cina"	-1003.89788984633	3270.4997946532
"173"	173	"India"	-1921.51770219988	1411.91807023194
"174"	174	"Cina"	-401.872575283993	2917.52125946422
"175"	175	"Cina"	-3685.57616449976	2679.25166490204
"176"	176	"Cina"	-715.208449662942	2647.48282468405
"177"	177	"India"	-457.899735440124	2604.11612200567
"178"	178	"Melayu"	-1055.97652136318	2597.98866028254
"179"	179	"Cina"	-293.418768586366	2316.44345566679
"180"	180	"Melayu"	-1727.15393849848	2867.37959212523
"181"	181	"Melayu"	-1082.67784539484	2356.45200885584
"182"	182	"Melayu"	-2321.38236500891	2877.21222614663
"183"	183	"Melayu"	-883.445095175065	2705.27700022198
"184"	184	"Melayu"	-1766.27813226741	2522.21723871764
"185"	185	"Cina"	-388.297746348861	1767.47350678472
"186"	186	"Cina"	-2317.45432329059	5294.67404093805
"187"	187	"Cina"	-525.271922252311	2518.66629106787
"188"	188	"Cina"	-995.187833122295	3618.04476180281
"189"	189	"India"	-1819.60882742859	2667.23819383781
"190"	190	"Melayu"	-583.133618992207	2660.81185472598
"191"	191	"Cina"	-416.578414898927	2649.46234134884
"192"	192	"Cina"	-2234.99525343272	2667.20160877046
"193"	193	"Melayu"	-1380.21184141814	3420.74760204551
"194"	194	"India"	-750.904225387378	2926.10503052997
"195"	195	"India"	-1217.68909127498	2591.85866012779
"196"	196	"Cina"	-1843.71960828878	3158.79478405015
"197"	197	"India"	-1328.10975510468	3776.63294368724
"198"	198	"Cina"	-688.965441835482	3820.74694319326
"199"	199	"Cina"	-1176.307398564	2470.40981242595
"200"	200	"Cina"	-687.422319377177	2511.31266453915
"201"	201	"Melayu"	-829.956200743954	2255.84386761935
"202"	202	"Cina"	-1417.44497001368	2542.40675720193
"203"	203	"Cina"	-2972.98511924561	2363.11862227212
"204"	204	"India"	-2007.04980927108	2890.84250682202
"205"	205	"Cina"	-538.234510465756	2261.24738566261
"206"	206	"Cina"	-774.743913224265	1774.85533690431
"207"	207	"Cina"	-1771.08449449737	3313.52991426191
"208"	208	"India"	-2073.95991091676	3006.38044479173
"209"	209	"India"	-1627.624132884	3507.29973927501
"210"	210	"Cina"	-3767.16195784516	2790.13079587221
"211"	211	"Cina"	-172.341458745862	2447.26134210969
"212"	212	"Melayu"	-687.428916832332	3142.1586395062
"213"	213	"India"	-173.743196876716	2725.28330107033
"214"	214	"Melayu"	-1672.5105036956	2799.81509391561
"215"	215	"Melayu"	-1487.59905246392	3213.39849646349
"216"	216	"Melayu"	-828.947188288851	2789.79143949743
"217"	217	"Melayu"	-602.888508987522	2709.78673959363
"218"	218	"India"	-2020.14427891546	2576.66918375276
"219"	219	"India"	-3251.17799067574	2978.69107590589
"220"	220	"India"	-1328.08703185386	2561.23024997659
"221"	221	"Melayu"	-700.851571021702	2613.05110502611
"222"	222	"India"	-1066.62817776065	2096.36415908516
"223"	223	"Cina"	-689.804283690392	2709.10746175767
"224"	224	"India"	-826.324014148564	2167.485050041
"225"	225	"India"	-329.079389351295	2140.85966446112
"226"	226	"Melayu"	-958.760069874603	3359.73981596724
"227"	227	"Melayu"	-2261.28882351993	2503.49048405312
"228"	228	"Melayu"	-691.495614496232	2697.15305466481
"229"	229	"Melayu"	-157.25422545593	2607.97553961419
"230"	230	"Cina"	-680.180886764433	2539.41133659388
"231"	231	"Melayu"	-1373.03557292476	3843.68840425134
"232"	232	"Cina"	-1153.87525227122	3448.13790178392
"233"	233	"Melayu"	-1522.451059964	1989.19047679062
"234"	234	"India"	-1632.20564666786	2233.09325364977
"235"	235	"Melayu"	-1001.86855843281	3456.66236838202
"236"	236	"Cina"	-757.23928309799	3053.62146259301
"237"	237	"India"	-132.432104202504	1539.59280808141
"238"	238	"India"	-531.512638798458	2551.08552175107
"239"	239	"Melayu"	-1210.61632170767	1636.93906682408
"240"	240	"Melayu"	-683.209738685789	2410.91462729203
"241"	241	"Melayu"	-3514.81636969149	2613.42932296347
"242"	242	"Melayu"	-2313.85822748321	2771.34571175671
"243"	243	"Cina"	-1944.94847008389	2087.79842036007
"244"	244	"India"	-937.58006910061	2740.13771863093
"245"	245	"India"	-3304.12784660047	2938.19583285507
"246"	246	"Melayu"	-220.790011247002	1360.62023990602
"247"	247	"Melayu"	-2411.58882072525	2672.22957746307
"248"	248	"Melayu"	-167.942709386925	1466.17878791116
"249"	249	"Melayu"	-1408.84691225283	1761.0860713401
"250"	250	"Cina"	-302.726769228112	2815.56565842814
"251"	251	"India"	-455.146880258074	2555.47810390268
"252"	252	"India"	-1579.74816766918	3634.44356241378
"253"	253	"Melayu"	-633.04731205291	3392.16678565794
"254"	254	"Cina"	-1848.09900660256	2925.81060215305
"255"	255	"Cina"	-343.602741087622	2255.22283164086
"256"	256	"India"	-616.760420385632	1692.22623086918
"257"	257	"Melayu"	-1975.92224460753	2296.03695443382
"258"	258	"Melayu"	-1709.01676518153	2821.19410944296
"259"	259	"Cina"	-4224.16849818655	3439.72173530514
"260"	260	"Melayu"	-455.019688494432	3179.47837577844
"261"	261	"Cina"	-307.789541405493	2689.6512123326
"262"	262	"Cina"	-26.5488173429677	3612.94412818311
"263"	263	"Melayu"	-2014.29274832261	1801.0316090864
"264"	264	"India"	-579.792063275541	2506.32877560314
"265"	265	"India"	-448.105740484063	2021.60906513932
"266"	266	"Cina"	-533.509763247931	2961.47906705543
"267"	267	"India"	-907.387403001533	2293.75413445236
"268"	268	"India"	-1225.021202482	3011.96778317027
"269"	269	"Melayu"	-1019.56374535793	2878.13602541508
"270"	270	"Melayu"	-515.53548959843	2075.7551118937
"271"	271	"Melayu"	-724.789978506312	2682.54782892831
"272"	272	"Cina"	-1980.7528895134	4329.47784465317
"273"	273	"India"	-633.24637951172	2065.46671090373
"274"	274	"Cina"	-2022.99280322155	4115.90541932301
"275"	275	"Cina"	-2453.6503254202	3003.72526262111
"276"	276	"India"	-201.550103097107	2362.4931335124
"277"	277	"Cina"	-317.236205083138	2763.64674982864
"278"	278	"Melayu"	-1617.65448387948	3036.19102533601
"279"	279	"Melayu"	-1749.11520582372	3043.78913612707
"280"	280	"Cina"	-551.295021899076	3653.99508164915
"281"	281	"Cina"	-1868.75521732538	3154.51989751335
"282"	282	"Melayu"	-473.578908516753	4866.83673780283
"283"	283	"India"	-981.645118429633	2886.71669616094
"284"	284	"Melayu"	-1042.19126101859	2030.77412079724
"285"	285	"Cina"	-940.26111325837	2265.00991691056
"286"	286	"Cina"	-1547.05776892086	2710.17455269527
"287"	287	"Cina"	-280.407531899065	2127.77756526212
"288"	288	"Melayu"	-280.396727551777	2781.70240708437
"289"	289	"Cina"	-125.485377027969	3031.03527575824
"290"	290	"Melayu"	-1034.81020013178	2797.80306226781
"291"	291	"Melayu"	-1447.58566159744	3296.18938192446
"292"	292	"Cina"	-679.392493045547	3762.74347858519
"293"	293	"Melayu"	-1532.04997350403	3660.21140906031
"294"	294	"Cina"	-928.163198066526	2528.23262938408
"295"	295	"Melayu"	-911.45831975469	2729.3424425749
"296"	296	"India"	-406.05462807081	2826.20072030907
"297"	297	"Melayu"	-349.135776734322	2302.60985678326
"298"	298	"Melayu"	-191.398876997994	1909.03143760234
"299"	299	"India"	-1559.41057697726	2915.97985412969
"300"	300	"Melayu"	-1539.41125092776	3166.71629423388
"301"	301	"Cina"	-1500.87973647379	2618.79546648686
"302"	302	"Melayu"	-1464.50686874283	3617.3864225515
"303"	303	"India"	-770.538563799395	2089.09067297969
"304"	304	"India"	-1231.96468888917	2919.18226288806
"305"	305	"Cina"	-2121.78272448189	3456.70161352084
"306"	306	"Cina"	-254.602597946052	2710.02862686149
"307"	307	"Melayu"	-1940.25083243916	3137.78885086844
"308"	308	"Cina"	-2158.64081430232	1868.40465153866
"309"	309	"Cina"	-250.287175072429	2653.08138328347
"310"	310	"India"	-768.239999581185	2221.70597870044
"311"	311	"Cina"	-1898.12977339717	2341.73021707779
"312"	312	"Cina"	-147.922041404079	2243.85931566753
"313"	313	"India"	-1211.74540530213	3547.24695939825
"314"	314	"Melayu"	-1095.46172952098	2156.76819671373
"315"	315	"Melayu"	-260.642567690979	2163.20800158279
"316"	316	"Melayu"	-1355.00479413979	3807.95366134943
"317"	317	"Cina"	-249.097765557143	3968.91585331554
"318"	318	"Cina"	-290.410132399341	3504.4408560762
"319"	319	"India"	-828.274033908702	2842.80389243529
"320"	320	"Cina"	-3854.38348326912	3021.55996991917
"321"	321	"Cina"	-1224.20324021897	2999.51803328734
"322"	322	"India"	-1545.71334164828	2708.86105200857
"323"	323	"India"	-210.58171044612	3266.04721500857
"324"	324	"India"	-432.773657834569	2528.60539679819
"325"	325	"India"	-1378.75840718096	2555.96073734596
"326"	326	"Melayu"	-1469.94949282964	3160.48001919664
"327"	327	"Melayu"	-674.264827367371	2538.06101353718
"328"	328	"Melayu"	-668.633938385522	2810.22398901464
"329"	329	"Melayu"	-1473.6287416184	2535.27679422461
"330"	330	"Melayu"	-222.360244570353	1778.80173955101
"331"	331	"Cina"	-1455.77057941701	2540.00606592469
"332"	332	"Melayu"	-356.126532022991	2128.699030007
"333"	333	"India"	-3565.64502331109	2414.4469747964
"334"	334	"Melayu"	-770.143720469277	2980.22688302198
"335"	335	"Melayu"	-2020.6012387025	4558.07478739509
"336"	336	"Melayu"	-919.191105409025	3027.44686883256
"337"	337	"Cina"	-683.601633717777	2327.71467510839
"338"	338	"India"	-224.524450428427	2463.47179162074
"339"	339	"India"	-483.425868757189	2638.02101871295
"340"	340	"India"	-1240.10203818121	2816.63835813293
"341"	341	"Cina"	-190.463423754408	3912.11396098852
"342"	342	"Melayu"	-813.275492803194	3526.27272516852
"343"	343	"India"	-401.239323426404	4588.54614693433
"344"	344	"India"	-595.773732629208	4865.48078979781
"345"	345	"Cina"	-1682.65963984079	2971.41910436842
"346"	346	"Melayu"	-1902.19736099594	1914.66705240595
"347"	347	"Melayu"	-190.865845119753	2721.76935763933
"348"	348	"Cina"	-447.787518869838	2532.35480371293
"349"	349	"Cina"	-613.120087302948	2420.16069537074
"350"	350	"Cina"	-755.834614801935	3974.84428649287
"351"	351	"Cina"	-170.186733805437	2445.17118431506
"352"	352	"India"	-937.251998044592	2488.08050857579
"353"	353	"Melayu"	-795.100370870634	3374.40134657658
"354"	354	"India"	-1041.75585741566	3235.98751312616
"355"	355	"Melayu"	-5860.10102227211	3115.22415523423
"356"	356	"Melayu"	-969.660097049751	2417.83436960972
"357"	357	"India"	-2525.11001708888	4204.74085540279
"358"	358	"Melayu"	-661.60173011389	3873.98820387402
"359"	359	"Melayu"	-120.102550927696	4109.23683296213
"360"	360	"Cina"	-2251.7882405372	1907.88007096619
"361"	361	"Melayu"	-135.551258300267	2562.16690140932
"362"	362	"Cina"	-824.746595574043	2928.3744517438
"363"	363	"Melayu"	-1355.97440571704	2098.35323400068
"364"	364	"Melayu"	-1723.11893390335	3565.55987618282
"365"	365	"Cina"	-786.052398594444	2841.05805057856
"366"	366	"Melayu"	-1349.75387986393	2322.99078539673
"367"	367	"Cina"	-640.96987190821	2750.00055525343
"368"	368	"Melayu"	-241.980321629469	3741.64384011613
"369"	369	"Cina"	-663.657824323038	2380.50152349989
"370"	370	"Melayu"	-840.755511111103	2656.29690390159
"371"	371	"India"	-510.008555132208	2732.9020772839
"372"	372	"Melayu"	-414.76258465562	2661.7788965264
"373"	373	"India"	-298.525318008424	2536.32417599858
"374"	374	"Cina"	-1157.15977146811	3110.85387574611
"375"	375	"Melayu"	-2241.01708283584	2927.33961986438
"376"	376	"Melayu"	-1537.81523976966	2319.69741880801
"377"	377	"Melayu"	-337.550837422207	2209.618459323
"378"	378	"Melayu"	-1047.91003735763	2695.92131548217
"379"	379	"Cina"	-762.95254216764	2361.21864347153
"380"	380	"India"	-909.927521543693	2477.82448623868
"381"	381	"Melayu"	-1857.27384307342	2803.53969941484
"382"	382	"Melayu"	-537.592027968846	2204.76516668025
"383"	383	"Melayu"	-1745.36893586901	3246.51891684177
"384"	384	"Melayu"	-1800.65265012691	2538.1162512752
"385"	385	"Cina"	-1312.57080515963	3210.16940265462
"386"	386	"Melayu"	-619.70948967406	1899.80491383516
"387"	387	"Cina"	-1587.18090998009	3228.94507250731
"388"	388	"Melayu"	-2436.16195772914	3785.91796140335
"389"	389	"India"	-1488.78572309536	3276.89360165625
"390"	390	"India"	-875.269124556457	3096.57908815337
"391"	391	"Melayu"	-1267.60308985038	1564.12254365635
"392"	392	"Cina"	-691.849995633911	3036.63917044466
"393"	393	"India"	-315.46117922951	2548.63276376037
"394"	394	"India"	-1692.77936033904	3651.55984495625
"395"	395	"Cina"	-315.698066333523	2928.39828862992
"396"	396	"Cina"	-366.118910854467	4026.11944320696
"397"	397	"India"	-2751.48434430176	1983.96213758674
"398"	398	"Cina"	-1064.30971844739	2953.91060686272
"399"	399	"Melayu"	-2181.07615631957	3115.60275233715
"400"	400	"Melayu"	-2801.49510574556	1650.61868950943
"401"	401	"Melayu"	-1388.13945321168	3281.22881004417
"402"	402	"Melayu"	-989.179144219539	2486.41161955682
"403"	403	"Cina"	-3349.8618808276	4306.3924653803
"404"	404	"Melayu"	-116.712147442622	3802.80084332558
"405"	405	"Cina"	-2599.50758922531	3557.48781639424
"406"	406	"Cina"	-1010.54315406601	2283.74810607307
"407"	407	"India"	-1913.40073122799	2758.70368554898
"408"	408	"India"	-962.82254411177	4858.20283939062
"409"	409	"Melayu"	-30.0027662756957	2615.74282685763
"410"	410	"Cina"	-1719.08332914848	2334.96327644178
"411"	411	"Melayu"	-688.754396142262	1995.96283145115
"412"	412	"Cina"	-1510.00911220359	3848.70897731172
"413"	413	"Melayu"	-1728.8691735531	2813.98966279444
"414"	414	"India"	-125.82651629397	3147.18181094116
"415"	415	"Melayu"	-1199.52477999204	2455.00493831462
"416"	416	"India"	-754.989128214502	3531.64879868846
"417"	417	"Melayu"	-922.636652026435	1993.11462842911
"418"	418	"Melayu"	-1128.14007778402	3313.78218329257
"419"	419	"Melayu"	-1483.5499243447	3484.48299501093
"420"	420	"Cina"	-255.302951514343	3133.97274096541
"421"	421	"India"	-218.021065720793	3468.81273962872
"422"	422	"Cina"	-5307.11880939816	4726.29040766243
"423"	423	"Melayu"	-685.25267709227	3494.36336652485
"424"	424	"India"	-1261.93917990612	2511.48537458579
"425"	425	"Cina"	-1934.08379407683	2687.81122750851
"426"	426	"Melayu"	-2235.79227650698	2572.56750118871
"427"	427	"India"	-747.34166295729	2995.14956255936
"428"	428	"Melayu"	-1629.88103286817	1645.77784487587
"429"	429	"India"	-2061.14875014459	2829.56918509933
"430"	430	"Cina"	-635.056778251626	3451.68001990261
"431"	431	"India"	-2675.44481224365	2153.39466537006
"432"	432	"India"	-792.752454856744	4082.41284492658
"433"	433	"Cina"	-2542.10645018695	2442.34171860076
"434"	434	"Melayu"	-687.665973006659	2920.95674708072
"435"	435	"Cina"	-1421.04021088704	2618.01091493312
"436"	436	"Cina"	-1124.58709724521	3901.29676114676
"437"	437	"Melayu"	-473.542122780789	3147.81129338729
"438"	438	"Cina"	-1597.86382387074	2651.89157090062
"439"	439	"Melayu"	-558.393379530332	2928.78669421762
"440"	440	"Melayu"	-493.640401470207	3063.54327639358
"441"	441	"India"	-1323.86425218739	2741.2637669717
"442"	442	"Melayu"	-932.191792338363	2732.77058945282
"443"	443	"India"	-531.033940587668	2410.4449233782
"444"	444	"India"	-556.634915368555	4787.38612000315
"445"	445	"Cina"	-288.971839101118	2238.29286757203
"446"	446	"Melayu"	-154.06865709672	3728.74864601529
"447"	447	"India"	-2860.89982923698	2366.42540041109
"448"	448	"Cina"	-1628.42742489057	2511.53011349339
"449"	449	"Melayu"	-620.530845460924	2573.41172699254
"450"	450	"Melayu"	-2885.76538429065	3176.00699819969
"451"	451	"India"	-406.383505105056	2549.18923121934
"452"	452	"Melayu"	-1782.22070256413	3245.2133868837
"453"	453	"India"	-1064.5905290443	2582.88370717528
"454"	454	"India"	-1874.07381514287	2722.80499356255
"455"	455	"Cina"	-573.699533881858	2640.25128384813
"456"	456	"India"	-828.961952987184	3659.05560837036
"457"	457	"Cina"	-1443.86477544921	3472.60079665198
"458"	458	"India"	-1181.19378899648	3650.80788375038
"459"	459	"India"	-2279.19396495715	2932.74005851736
"460"	460	"Melayu"	-559.320286736916	2186.71817617435
"461"	461	"India"	-1871.57493171702	2072.39303078352
"462"	462	"Cina"	-236.448722461066	2927.42977864324
"463"	463	"Melayu"	-256.468216908195	2583.90593542064
"464"	464	"India"	-428.737939458579	2695.58431203981
"465"	465	"Melayu"	-1077.4770591404	2736.21118929822
"466"	466	"Cina"	-327.702278030704	2392.83006471921
"467"	467	"Melayu"	-849.093786550944	1769.02665843499
"468"	468	"India"	-656.220897452572	3912.39174700712
"469"	469	"Cina"	-1029.73089397918	2253.56620155322
"470"	470	"India"	-1314.64963384926	2679.07969369952
"471"	471	"India"	-1052.83847926379	3047.98743663213
"472"	472	"Cina"	-3312.4530756555	3221.50188509365
"473"	473	"Melayu"	-2026.82117122881	1540.63443361705
"474"	474	"Melayu"	-234.220623675226	2687.42881327679
"475"	475	"India"	-591.880497125275	2252.69176702999
"476"	476	"India"	-332.696920714378	2555.84777478551
"477"	477	"India"	-1032.18341763908	2793.99800220879
"478"	478	"Cina"	-513.629812202734	3834.8809827279
"479"	479	"India"	-439.809764589336	3808.56569554333
"480"	480	"Cina"	-528.878329416267	2963.60696272668
"481"	481	"India"	-1131.50098034657	3554.85146655886
"482"	482	"India"	-1643.09987495416	2699.22902660734
"483"	483	"India"	-3115.31467765135	3017.312888132
"484"	484	"Cina"	-1899.32078151367	2172.86191813504
"485"	485	"Cina"	-548.097169594007	2994.31437310628
"486"	486	"Cina"	-2373.02273177719	3845.56838924688
"487"	487	"Cina"	-1141.29299012523	3066.36284012974
"488"	488	"India"	-894.027922175213	4571.09328735504
"489"	489	"Cina"	-1658.06063073908	3359.4465980149
"490"	490	"Melayu"	-321.754267342915	2734.37774834167
"491"	491	"Cina"	-1082.2996044283	3130.40086063672
"492"	492	"Cina"	-1583.14115085652	2299.98721987114
"493"	493	"Cina"	-891.62275522376	3085.77757374206
